City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Discription
309,Vad,55.5301,44.2114,37.45,97,100,7.34,RU,overcast clouds
310,Namwala,-15.7504,26.4384,64.51,87,100,5.99,ZM,overcast clouds
311,Alekseyevskoye,55.3071,50.1135,37.74,97,100,5.57,RU,overcast clouds
312,Mogadishu,2.0371,45.3438,81.1,73,100,10.09,SO,overcast clouds
313,Sovetskiy,61.3614,63.5842,32.56,98,100,7.81,RU,overcast clouds
314,Westport,41.1415,-73.3579,49.98,76,20,4.61,US,few clouds
315,Ferrol,43.4832,-8.2369,53.67,76,100,6.91,ES,overcast clouds
316,Esperance,-33.8667,121.9,61.5,60,68,11.68,AU,broken clouds
317,Presidencia Roque Saenz Pena,-26.7852,-60.4388,72.39,89,95,4.88,AR,overcast clouds
318,Hofn,64.2539,-15.2082,30.61,60,100,7.49,IS,overcast clouds
319,Inuvik,68.3499,-133.7218,9.36,72,75,10.36,CA,light snow
320,Hohhot,40.8106,111.6522,64.69,16,33,2.24,CN,scattered clouds
321,Korla,41.7597,86.1469,64.51,30,100,7.16,CN,overcast clouds
322,Seydi,39.4816,62.9137,72.32,27,100,11.92,TM,overcast clouds
323,Harper,4.375,-7.7169,79.92,86,100,4.59,LR,light rain
324,Chuy,-33.6971,-53.4616,65.03,91,26,8.37,UY,scattered clouds
325,Salym,60.0625,71.4789,13.87,96,86,3.6,RU,overcast clouds
326,Mangochi,-14.4782,35.2645,66.78,94,24,4.79,MW,few clouds
327,Chapais,49.7834,-74.8492,31.78,97,100,5.53,CA,overcast clouds
328,Sambava,-14.2667,50.1667,73.44,88,99,9.28,MG,overcast clouds
329,Brunswick,41.2381,-81.8418,39.25,72,100,11.5,US,overcast clouds
330,Ilulissat,69.2167,-51.1,8.62,72,88,3.44,GL,overcast clouds
331,Vostok,46.4856,135.8833,42.78,68,100,4.12,RU,overcast clouds
332,Svetlogorsk,52.6333,29.7333,37.15,96,100,4.76,BY,overcast clouds
333,Paducah,37.0834,-88.6001,57.33,45,0,0.0,US,clear sky
334,Pemangkat,1.1667,108.9667,79.83,83,83,4.23,ID,broken clouds
335,Ulaangom,49.9811,92.0667,31.95,43,90,4.03,MN,overcast clouds
336,Miedzyrzec Podlaski,51.9864,22.7825,33.85,79,12,8.3,PL,few clouds
337,Sandwick,60.0,-1.25,37.22,52,100,10.36,GB,overcast clouds
338,Sao Felix Do Xingu,-6.6447,-51.995,72.95,98,100,1.5,BR,overcast clouds
339,Lompoc,34.6391,-120.4579,77.56,67,0,28.01,US,haze
340,Bereda,43.2686,-7.5406,46.58,100,90,1.16,ES,overcast clouds
341,Tarquinia,42.2482,11.7553,44.64,90,100,19.84,IT,overcast clouds
342,Marzuq,14.4,46.4667,65.95,37,0,5.19,YE,clear sky
